182502n 0.0733606m
182508n 1.20311m
182512n 4.88826m
182518n 4.7122m
182522n 1.25691m
182528n 0.0929235m
182585n 0m
183002n 0.0708867m
183008n 0.941082m
183012n 3.83766m
183018n 3.87921m
183022n 0.960637m
183028n 0.0879972m
183085n 0m
183502n 0.158724m
183508n 2.50051m
183512n 9.52587m
183518n 9.62843m
183522n 2.44435m
183528n 0.15384m
183532n 0.0024419m
183585n 0m
184002n 0.100037m
184008n 1.96171m
184012n 7.79316m
184018n 7.63945m
184022n 1.88851m
184028n 0.136637m
184085n 0m
184502n 0.109698m
184508n 2.12814m
184512n 8.70026m
184518n 8.71488m
184522n 2.13058m
184528n 0.153577m
184532n 0.00243773m
184585n 0m
185002n 0.0609187m
185008n 0.955206m
185012n 3.84763m
185018n 3.88662m
185022n 0.921091m
185028n 0.0755392m
185085n 0m
185502n 0.683931m
185508n 11.314m
185512n 44.9139m
185518n 44.9333m
185522n 11.4716m
185528n 0.652403m
185532n 0.00970115m
185585n 0m
186002n 0.0412175m
186008n 0.758887m
186012n 2.81007m
186018n 2.9022m
186022n 0.710396m
186028n 0.0509158m
186085n 0m
186502n 0.0290889m
186508n 0.51148m
186512n 1.9029m
186518n 1.9029m
186522n 0.472695m
186528n 0.0266648m
186585n 0m
187002n 0.0968758m
187008n 2.08041m
187012n 8.67523m
187018n 8.63648m
187022n 2.17002m
187028n 0.133204m
187085n 0m
187502n 0.0847156m
187508n 1.44743m
187512n 5.72193m
187518n 5.78728m
187522n 1.37481m
187528n 0.1065m
187585n 0m
188002n 0.0629064m
188008n 0.941177m
188012n 3.75261m
188018n 3.8881m
188022n 0.979888m
188028n 0.0483896m
188032n 0.00241948m
188085n 0m
188502n 6.29068m
188508n 102.803m
188512n 405.49m
188518n 403.203m
188522n 102.131m
188528n 6.32775m
188532n 0.0903633m
188585n 0m
189002n 0.0578975m
189008n 1.13942m
189012n 4.67117m
189018n 4.52296m
189022n 1.07689m
189028n 0.104216m
189032n 0.0046318m
189085n 0m
189502n 0.0786955m
189508n 1.34014m
189512n 5.56887m
189518n 5.44388m
189522n 1.37254m
189528n 0.0833247m
189585n 0m
190002n 0.120266m
190008n 1.9497m
190012n 7.14195m
190018n 7.23678m
190022n 1.95201m
190028n 0.0971379m
190085n 0m
190502n 0.306988m
190508n 4.84257m
190512n 18.8578m
190518n 19.2179m
190522n 4.94182m
190528n 0.30468m
190585n 0m
191002n 0.269646m
191008n 3.71052m
191012n 14.3811m
191018n 14.5793m
191022n 3.72204m
191028n 0.202811m
191032n 0.00460934m
191085n 0m
191502n 0.354077m
191508n 5.71122m
191512n 22.5575m
191518n 22.815m
191522n 5.69743m
191528n 0.337983m
191532n 0.0022992m
191585n 0m
192002n 0.0712415m
192008n 1.16285m
192012n 4.52729m
192018n 4.49281m
192022n 1.15595m
192028n 0.0781359m
192085n 0m
192502n 0.0459492m
192508n 0.615719m
192512n 2.8029m
192518n 2.70871m
192522n 0.680048m
192528n 0.0390568m
192585n 0m
193002n 0.0298585m
193008n 0.633919m
193012n 2.7309m
193018n 2.78143m
193022n 0.679855m
193028n 0.0344521m
193085n 0m
193502n 0.110163m
193508n 1.85671m
193512n 7.0734m
193518n 7.34651m
193522n 1.859m
193528n 0.114753m
193585n 0m
194002n 0.126121m
194008n 2.05922m
194012n 8.17036m
194018n 8.01902m
194022n 2.12801m
194028n 0.126121m
194032n 0.00229311m
194085n 0m
194502n 0.210648m
194508n 3.72297m
194512n 14.3973m
194518n 14.3859m
194522n 3.68175m
194528n 0.224385m
194532n 0.00457929m
194585n 0m
195002n 0.100687m
195008n 1.30436m
195012n 5.36389m
195018n 5.46m
195022n 1.3936m
195028n 0.105264m
195032n 0.00228835m
195085n 0m
195502n 0.242199m
195508n 3.6307m
195512n 14.5137m
195518n 14.4428m
195522n 3.51189m
195528n 0.207926m
195532n 0.0045698m
195585n 0m
196002n 0.0959115m
196008n 1.27882m
196012n 5.47609m
196018n 5.35506m
196022n 1.38843m
196028n 0.102762m
196085n 0m
196502n 0.0821711m
196508n 1.12529m
196512n 4.4692m
196518n 4.45094m
196522n 1.20061m
196528n 0.0798886m
196532n 0.00228253m
196585n 0m
197002n 0.0479196m
197008n 0.64121m
197012n 2.73142m
197018n 2.72457m
197022n 0.659465m
197028n 0.0387921m
197085n 0m
197502n 0.0889433m
197508n 1.44818m
197512n 5.23625m
197518n 5.4894m
197522n 1.32275m
197528n 0.0912239m
197532n 0.0022806m
197585n 0m
198002n 0.143543m
198008n 2.29668m
198012n 8.99534m
198018n 8.89508m
198022n 2.33542m
198028n 0.116201m
198085n 0m
198502n 0.404462m
198508n 6.42595m
198512n 25.7038m
198518n 26.3218m
198522n 6.61909m
198528n 0.411279m
198532n 0.00454452m
198585n 0m
199002n 0.120317m
199008n 2.3178m
199012n 8.94659m
199018n 8.93978m
199022n 2.23835m
199028n 0.138478m
199085n 0m
199502n 0.23574m
199508n 3.53157m
199512n 14.4708m
199518n 14.2487m
199522n 3.57011m
199528n 0.20854m
199532n 0.00226673m
199585n 0m
200002n 0.122289m
200008n 2.22612m
200012n 9.03355m
200018n 8.84785m
200022n 2.29179m
200028n 0.122289m
200032n 0.00226462m
200085n 0m
200502n 0.0633855m
200508n 0.876079m
200512n 3.53827m
200518n 3.57902m
200522n 0.934937m
200528n 0.0633855m
200585n 0m
201002n 0.0769107m
201008n 1.70787m
201012n 7.24092m
201018n 7.13234m
201022n 1.80966m
201028n 0.126676m
201085n 0m
201502n 0.0633087m
201508n 1.04007m
201512n 4.58762m
201518n 4.44743m
201522n 1.10338m
201528n 0.0610477m
201585n 0m
202002n 0.0226081m
202008n 0.187647m
202012n 0.902064m
202018n 0.922412m
202022n 0.219299m
202028n 0.00678244m
202085n 0m
202502n 0.270742m
202508n 5.00421m
202512n 19.4212m
202518n 19.6514m
202522n 4.95458m
202528n 0.32489m
202532n 0.00225618m
202585n 0m
203002n 0.0631437m
203008n 1.1862m
203012n 4.34113m
203018n 4.41555m
203022n 1.20424m
203028n 0.0608886m
203032n 0.00451027m
203085n 0m
203502n 0.209474m
203508n 2.84704m
203512n 11.3521m
203518n 11.7688m
203522n 2.9439m
203528n 0.155416m
203532n 0.00450482m
203585n 0m
204002n 0.38648m
204008n 5.73654m
204012n 22.9956m
204018n 23.2203m
204022n 5.74328m
204028n 0.337047m
204032n 0.00224698m
204085n 0m
204502n 0.22881m
204508n 4.10288m
204512n 15.9584m
204518n 15.8821m
204522n 3.9638m
204528n 0.237783m
204585n 0m
205085n 0m
205502n 0.188153m
205508n 3.57043m
205512n 14.2324m
205518n 14.1361m
205522n 3.48531m
205528n 0.217272m
205532n 0.00671976m
205585n 0m
206002n 0.132045m
206008n 2.0232m
206012n 7.93839m
206018n 7.84663m
206022n 2.03663m
206028n 0.163378m
206032n 0.00223806m
206085n 0m
206502n 0.0827699m
206508n 1.0939m
206512n 4.49642m
206518n 4.47181m
206522n 0.968631m
206528n 0.0715848m
206585n 0m
207002n 0.261274m
207008n 4.14465m
207012n 17.0319m
207018n 16.7729m
207022n 3.9861m
207028n 0.227777m
207032n 0.00446622m
207085n 0m
207502n 0.0133974m
207508n 0.214359m
207512n 0.886462m
207518n 0.859667m
207522n 0.241153m
207528n 0.0178632m
207585n 0m
208002n 0.276294m
208008n 5.07134m
208012n 19.9756m
208018n 20.3656m
208022n 5.19835m
208028n 0.347596m
208032n 0.00445636m
208085n 0m
208502n 0.0534518m
208508n 1.0579m
208512n 4.42759m
208518n 4.34741m
208522n 1.17594m
208528n 0.0668147m
208532n 0.00445431m
208585n 0m
209002n 0.0912464m
209008n 1.74481m
209012n 6.98368m
209018n 7.10386m
209022n 1.76261m
209028n 0.111276m
209032n 0.00222552m
209085n 0m
209502n 0.459165m
209508n 7.88566m
209512n 31.2831m
209518n 31.8421m
209522n 7.91893m
209528n 0.454729m
209532n 0.00887275m
209585n 0m
210002n 0.214869m
210008n 3.29392m
210012n 13.0516m
210018n 13.1846m
210022n 3.26291m
210028n 0.217084m
210085n 0m
210502n 0.137239m
210508n 1.63358m
210512n 6.88186m
210518n 7.20061m
210522n 1.73098m
210528n 0.123958m
210585n 0m
211002n 0.198981m
211008n 2.89407m
211012n 11.4237m
211018n 11.1805m
211022n 2.86975m
211028n 0.165818m
211032n 0.00442181m
211085n 0m
211502n 0.132545m
211508n 1.91307m
211512n 7.85552m
211518n 7.96598m
211522n 1.87552m
211528n 0.136964m
211585n 0m
212002n 0.368012m
212008n 6.10416m
212012n 22.9931m
212018n 23.8172m
212022n 5.87277m
212028n 0.339365m
212032n 0.00220367m
212085n 0m
212502n 0.186989m
212508n 4.09835m
212512n 16.4198m
212518n 16.576m
212522n 4.24354m
212528n 0.263984m
212532n 0.00439973m
212585n 0m
213002n 0.202112m
213008n 3.32387m
213012n 12.9791m
213018n 12.8034m
213022n 3.41834m
213028n 0.221884m
213032n 0.00219687m
213085n 0m
213502n 0.00439335m
213508n 0.237241m
213512n 0.89844m
213518n 0.81936m
213522n 0.228454m
213528n 0.0087867m
213585n 0m
214002n 0.0658764m
214008n 0.852001m
214012n 3.43875m
214018n 3.43655m
214022n 0.942032m
214028n 0.0483093m
214085n 0m
214502n 0.105345m
214508n 1.33876m
214512n 5.02144m
214518n 5.32431m
214522n 1.29925m
214528n 0.076814m
214585n 0m
215002n 2.20503m
215008n 36.102m
215012n 143.37m
215018n 143.206m
215022n 35.9485m
215028n 2.26124m
215032n 0.0497214m
215085n 0m
215502n 0.43983m
215508n 6.18996m
215512n 25.7214m
215518n 25.6417m
215522n 6.30423m
215528n 0.370837m
215532n 0.00215603m
215585n 0m
216002n 0.012935m
216008n 0.202649m
216012n 0.845088m
216018n 0.873114m
216022n 0.213428m
216028n 0.00862335m
216085n 0m
216502n 0.228174m
216508n 3.60558m
216512n 14.4417m
216518n 14.4029m
216522n 3.70675m
216528n 0.204495m
216585n 0m
217002n 0.0602509m
217008n 0.78111m
217012n 3.29013m
217018n 3.46873m
217022n 0.944648m
217028n 0.0602509m
217032n 0.00215182m
217085n 0m
217502n 0.0623806m
217508n 0.830307m
217512n 3.40512m
217518n 3.44169m
217522n 0.804494m
217528n 0.0580784m
217532n 0.00215105m
217585n 0m
218002n 0.358335m
218008n 5.98442m
218012n 23.3047m
218018n 24.1243m
218022n 5.93936m
218028n 0.360481m
218032n 0.00429144m
218085n 0m
218502n 0.0686266m
218508n 1.24171m
218512n 5.07194m
218518n 5.09982m
218522n 1.31034m
218528n 0.0729158m
218532n 0.00214458m
218585n 0m
219002n 0.0192978m
219008n 0.420264m
219012n 1.65961m
219018n 1.74752m
219022n 0.413831m
219028n 0.0278746m
219085n 0m
219502n 0.0514336m
219508n 1.3287m
219512n 5.09192m
219518n 5.08335m
219522n 1.23655m
219528n 0.066435m
219585n 0m
220002n 0.034283m
220008n 0.424252m
220012n 1.74843m
220018n 1.68201m
220022n 0.372827m
220028n 0.0192842m
220032n 0.00428537m
220085n 0m
220502n 0.427517m
220508n 5.80995m
220512n 22.6584m
220518n 22.7589m
220522n 5.67528m
220528n 0.374077m
220532n 0.00855033m
220585n 0m
221085n 0m
221502n 1.03823m
221508n 16.2741m
221512n 64.5357m
221518n 64.489m
221522n 16.1127m
221528n 0.997887m
221532n 0.0191085m
221585n 0m
222002n 0.332579m
222008n 5.54369m
222012n 21.6198m
222018n 21.7024m
222022n 5.54158m
222028n 0.319869m
222032n 0.00847336m
222085n 0m
222502n 0.150258m
222508n 2.42317m
222512n 8.95832m
222518n 9.31809m
222522n 2.29831m
222528n 0.126978m
222532n 0.0021163m
222585n 0m
223002n 0.0951838m
223008n 1.21835m
223012n 5.03205m
223018n 4.98129m
223022n 1.28604m
223028n 0.0761471m
223085n 0m
223502n 0.230235m
223508n 3.3627m
223512n 13.3515m
223518n 13.2248m
223522n 3.42606m
223528n 0.194327m
223532n 0.00422449m
223585n 0m
224002n 0.116072m
224008n 2.11463m
224012n 8.18416m
224018n 8.42475m
224022n 2.13784m
224028n 0.120293m
224085n 0m
224502n 0.0379807m
224508n 0.394578m
224512n 1.79986m
224518n 1.56987m
224522n 0.409348m
224528n 0.00844016m
224585n 0m
225002n 0.141262m
225008n 1.81532m
225012n 7.47424m
225018n 7.41098m
225022n 1.97345m
225028n 0.158129m
225032n 0.00210839m
225085n 0m
225585n 0m
226002n 1.06366m
226008n 16.4113m
226012n 65.7312m
226018n 66.2316m
226022n 17.0018m
226028n 1.04272m
226032n 0.0104691m
226085n 0m
226502n 0.219509m
226508n 3.85291m
226512n 14.7218m
226518n 14.9036m
226522n 3.66894m
226528n 0.255049m
226532n 0.00418113m
226585n 0m
227002n 0.11909m
227008n 1.40401m
227012n 5.75603m
227018n 5.76857m
227022n 1.46878m
227028n 0.108644m
227085n 0m
227502n 0.0772643m
227508n 1.26546m
227512n 4.9825m
227518n 4.90733m
227522n 1.22161m
227528n 0.0709996m
227532n 0.00208822m
227585n 0m
228002n 0.289664m
228008n 4.91387m
228012n 19.7201m
228018n 19.6576m
228022n 5.10351m
228028n 0.320923m
228032n 0.00416783m
228085n 0m
228502n 0.0270862m
228508n 0.395876m
228512n 1.63976m
228518n 1.64393m
228522n 0.431296m
228528n 0.0250027m
228532n 0.00208356m
228585n 0m
229002n 0.0957777m
229008n 1.63863m
229012n 6.42127m
229018n 6.76482m
229022n 1.64904m
229028n 0.0812028m
229032n 0.00208212m
229085n 0m
229502n 0.0312211m
229508n 0.828401m
229512n 3.3032m
229518n 3.29487m
229522n 0.826319m
229528n 0.0395468m
229585n 0m
230002n 0.68985m
230008n 11.2427m
230012n 44.6083m
230018n 45.267m
230022n 11.3629m
230028n 0.751999m
230032n 0.00828649m
230085n 0m
230502n 0.175862m
230508n 3.09518m
230512n 12.1283m
230518n 12.4242m
230522n 3.04139m
230528n 0.163449m
230532n 0.00413794m
230585n 0m
231002n 0.157067m
231008n 2.70941m
231012n 10.5752m
231018n 10.5793m
231022n 2.68048m
231028n 0.161201m
231032n 0.00206668m
231085n 0m
231502n 0.138326m
231508n 2.4589m
231512n 9.80255m
231518n 9.70965m
231522n 2.51464m
231528n 0.148649m
231532n 0.00206456m
231585n 0m
232002n 0.113464m
232008n 1.84224m
232012n 7.35041m
232018n 7.26995m
232022n 1.867m
232028n 0.119653m
232032n 0.00206298m
232085n 0m
232502n 0.245099m
232508n 3.89892m
232512n 15.4206m
232518n 15.3362m
232522n 3.97925m
232528n 0.23892m
232532n 0.00823861m
232585n 0m
233002n 0.492684m
233008n 7.90552m
233012n 31.9197m
233018n 31.269m
233022n 7.96915m
233028n 0.492684m
233032n 0.0123171m
233085n 0m
233502n 0.0512995m
233508n 0.99521m
233512n 4.15115m
233518n 3.95827m
233522n 1.05267m
233528n 0.0492475m
233532n 0.00205198m
233585n 0m
234002n 0.151667m
234008n 2.90626m
234012n 11.3566m
234018n 11.3627m
234022n 2.7259m
234028n 0.190608m
234085n 0m
234502n 0.0594118m
234508n 0.979271m
234512n 4.1199m
234518n 3.94781m
234522n 1.07556m
234528n 0.0573631m
234532n 0.00204868m
234585n 0m
235002n 1.32986m
235008n 21.2209m
235012n 85.8663m
235018n 85.5272m
235022n 21.8706m
235028n 1.39686m
235032n 0.0182729m
235085n 0m
235502n 0.0750841m
235508n 1.20743m
235512n 4.79929m
235518n 4.92105m
235522n 1.09582m
235528n 0.0750841m
235532n 0.0020293m
235585n 0m
236002n 0.0284054m
236008n 0.40985m
236012n 1.61708m
236018n 1.56636m
236022n 0.419995m
236028n 0.0162317m
236085n 0m
236502n 0.0669221m
236508n 1.20662m
236512n 4.74944m
236518n 4.85083m
236522n 1.20257m
236528n 0.0892294m
236585n 0m
237002n 0.0790434m
237008n 1.41873m
237012n 5.52696m
237018n 5.70126m
237022n 1.38833m
237028n 0.0709364m
237085n 0m
237502n 0.297336m
237508n 4.78974m
237512n 19.074m
237518n 19.2904m
237522n 4.77558m
237528n 0.30745m
237532n 0.00202269m
237585n 0m
238002n 1.09004m
238008n 18.2999m
238012n 71.8486m
238018n 72.2139m
238022n 18.047m
238028n 1.1322m
238032n 0.0321192m
238085n 0m
238502n 0.040139m
238508n 0.573988m
238512n 2.34813m
238518n 2.38426m
238522n 0.634196m
238528n 0.040139m
238585n 0m
239002n 0.114311m
239008n 1.79889m
239012n 7.13541m
239018n 7.03714m
239022n 1.86106m
239028n 0.0982673m
239085n 0m
239502n 0.0461064m
239508n 1.00833m
239512n 4.02328m
239518n 3.92907m
239522n 0.954202m
239528n 0.0621434m
239585n 0m
240002n 0.0641268m
240008n 0.835652m
240012n 3.17628m
240018n 3.13019m
240022n 0.755494m
240028n 0.054107m
240085n 0m
240502n 0.14214m
240508n 2.42039m
240512n 9.44733m
240518n 9.38527m
240522n 2.45042m
240528n 0.178176m
240585n 0m
241002n 0.0120109m
241008n 0.238215m
241012n 0.736666m
241018n 0.774701m
241022n 0.228206m
241028n 0.0120109m
241085n 0m
241502n 0.0880288m
241508n 1.40046m
241512n 5.59183m
241518n 5.46179m
241522n 1.36044m
241528n 0.102033m
241585n 0m
242002n 0.217802m
242008n 3.01925m
242012n 11.8872m
242018n 11.7593m
242022n 2.93733m
242028n 0.143869m
242032n 0.00199818m
242085n 0m
242502n 0.1397m
242508n 3.1173m
242512n 11.7947m
242518n 11.6789m
242522n 3.03149m
242528n 0.171631m
242585n 0m
243002n 0.0399044m
243008n 0.612532m
243012n 2.38229m
243018n 2.35635m
243022n 0.562652m
243028n 0.0319235m
243085n 0m
243502n 0.316588m
243508n 4.88422m
243512n 19.5448m
243518n 19.8754m
243522n 4.84639m
243528n 0.306633m
243532n 0.00199112m
243585n 0m
244002n 0.0258782m
244008n 0.60117m
244012n 2.38876m
244018n 2.31311m
244022n 0.619086m
244028n 0.0238876m
244085n 0m
244502n 0.357462m
244508n 5.68563m
244512n 22.5241m
244518n 22.7703m
244522n 5.96962m
244528n 0.280012m
244532n 0.0019859m
244585n 0m
245002n 0.0416971m
245008n 0.403072m
245012n 1.51102m
245018n 1.6242m
245022n 0.371302m
245028n 0.0158846m
245032n 0.00198557m
245085n 0m
245502n 0.202263m
245508n 3.12319m
245512n 12.348m
245518n 12.6692m
245522n 3.18664m
245528n 0.190366m
245532n 0.00396595m
245585n 0m
246002n 0.095105m
246008n 1.87238m
246012n 7.82833m
246018n 7.77285m
246022n 2.10618m
246028n 0.134732m
246032n 0.00198135m
246085n 0m
246502n 0.322223m
246508n 5.63989m
246512n 22.1523m
246518n 21.5474m
246522n 5.35128m
246528n 0.334084m
246585n 0m
247002n 0.053357m
247008n 0.798378m
247012n 3.10063m
247018n 3.10063m
247022n 0.802331m
247028n 0.0474284m
247032n 0.00197618m
247085n 0m
247502n 0.0671629m
247508n 0.93633m
247512n 3.82433m
247518n 3.99817m
247522n 0.999542m
247528n 0.0493845m
247532n 0.00197538m
247585n 0m
248002n 0.175594m
248008n 2.84502m
248012n 11.6287m
248018n 11.6681m
248022n 3.04429m
248028n 0.226891m
248032n 0.00394593m
248085n 0m
248502n 0.0946485m
248508n 1.40987m
248512n 5.32398m
248518n 5.50144m
248522n 1.4079m
248528n 0.063099m
248532n 0.00197184m
248585n 0m
249002n 0.100515m
249008n 1.20815m
249012n 4.60201m
249018n 4.63157m
249022n 1.19632m
249028n 0.0788352m
249032n 0.00394176m
249085n 0m
249502n 0.0650074m
249508n 1.20165m
249512n 4.59385m
249518n 4.72978m
249522n 1.16422m
249528n 0.0650074m
249585n 0m
250002n 0.00787904m
250008n 0.183188m
250012n 0.789874m
250018n 0.81745m
250022n 0.157581m
250028n 0.0098488m
250032n 0.00196976m
250085n 0m
250502n 0.112185m
250508n 1.89534m
250512n 7.68173m
250518n 7.93956m
250522n 1.92486m
250528n 0.125962m
250532n 0.00196816m
250585n 0m
251002n 0.0531231m
251008n 0.761431m
251012n 3.07327m
251018n 3.16377m
251022n 0.763398m
251028n 0.0550906m
251085n 0m
251502n 0.11011m
251508n 1.61035m
251512n 6.1799m
251518n 6.22906m
251522n 1.49041m
251528n 0.108143m
251532n 0.00196624m
251585n 0m
252002n 4.67744m
252008n 77.2387m
252012n 307.697m
252018n 307.895m
252022n 77.7201m
252028n 4.83348m
252032n 0.0685061m
252085n 0m
252502n 2.40318m
252508n 37.5499m
252512n 150.533m
252518n 149.735m
252522n 37.6772m
252528n 2.26831m
252532n 0.0374618m
252585n 0m
253002n 0.0337104m
253008n 0.383924m
253012n 1.487m
253018n 1.45517m
253022n 0.359578m
253028n 0.0262192m
253085n 0m
253502n 0.0673896m
253508n 1.08011m
253512n 4.3354m
253518n 4.53944m
253522n 1.13065m
253528n 0.0767493m
253532n 0.00187193m
253585n 0m
254002n 0.565188m
254008n 8.56922m
254012n 34.0344m
254018n 33.4953m
254022n 8.54497m
254028n 0.581976m
254032n 0.00746123m
254085n 0m
254502n 0.156505m
254508n 2.832m
254512n 11.1324m
254518n 10.9255m
254522n 2.70344m
254528n 0.188179m
254532n 0.00372631m
254585n 0m
255085n 0m
255502n 0.176769m
255508n 3.28976m
255512n 12.2901m
255518n 12.4929m
255522n 3.20975m
255528n 0.169326m
255585n 0m
256002n 0.0111635m
256008n 0.180476m
256012n 0.734929m
256018n 0.731208m
256022n 0.189779m
256028n 0.0130241m
256085n 0m
256502n 0.0204648m
256508n 0.184183m
256512n 0.740454m
256518n 0.708827m
256522n 0.199067m
256528n 0.00744175m
256585n 0m
257002n 0.0576515m
257008n 0.931722m
257012n 3.62088m
257018n 3.73433m
257022n 0.894527m
257028n 0.0576515m
257032n 0.00185972m
257085n 0m
257502n 0.0371859m
257508n 0.591256m
257512n 2.17166m
257518n 2.19211m
257522n 0.544774m
257528n 0.0390452m
257585n 0m
258002n 0.040892m
258008n 0.775089m
258012n 2.92378m
258018n 2.91634m
258022n 0.739773m
258028n 0.0371745m
258085n 0m
258502n 0.107723m
258508n 1.77187m
258512n 7.37906m
258518n 7.31034m
258522n 1.91488m
258528n 0.0835786m
258532n 0.0018573m
258585n 0m
259002n 280.855m
259008n 4539.75m
259012n 18002.7m
259018n 18003.4m
259022n 4531.7m
259028n 277.505m
259032n 4.0846m
259038n 0.0086999m
259085n 0m
259502n 0.121778m
259508n 1.76578m
259512n 6.97614m
259518n 6.61515m
259522n 1.79622m
259528n 0.117429m
259532n 0.00434921m
259585n 0m
260002n 134.574m
260008n 2180.9m
260012n 8651.56m
260018n 8646.86m
260022n 2183.25m
260028n 133.565m
260032n 1.89338m
260038n 0.00683531m
260085n 0m
260502n 0.665754m
260508n 10.6247m
260512n 41.8196m
260518n 41.7137m
260522n 10.3755m
260528n 0.611128m
260532n 0.00341412m
260585n 0m
261002n 0.129711m
261008n 2.1334m
261012n 7.97379m
261018n 8.14446m
261022n 1.96614m
261028n 0.129711m
261032n 0.00341344m
261085n 0m
261502n 0.532035m
261508n 8.60465m
261512n 35.2371m
261518n 34.6778m
261522n 9.00367m
261528n 0.590013m
261532n 0.0136419m
261585n 0m
262002n 0.126158m
262008n 2.16174m
262012n 9.69715m
262018n 9.35959m
262022n 2.38678m
262028n 0.132978m
262032n 0.00340969m
262085n 0m
262502n 0.126129m
262508n 2.43054m
262512n 9.54149m
262518n 9.30969m
262522n 2.28396m
262528n 0.163627m
262585n 0m
263002n 0.149946m
263008n 3.06027m
263012n 12.1968m
263018n 12.0979m
263022n 3.00234m
263028n 0.156762m
263032n 0.00681574m
263085n 0m
263502n 0.837306m
263508n 12.4439m
263512n 49.5814m
263518n 49.5916m
263522n 12.6957m
263528n 0.776039m
263532n 0.00680736m
263585n 0m
264002n 0.112295m
264008n 2.50793m
264012n 9.33072m
264018n 9.44642m
264022n 2.26973m
264028n 0.149727m
264085n 0m
264502n 0.577973m
264508n 9.27136m
264512n 36.2797m
264518n 36.0893m
264522n 9.05037m
264528n 0.503176m
264532n 0.0101995m
264585n 0m
265002n 0.0101992m
265008n 0.353572m
265012n 1.3055m
265018n 1.43808m
265022n 0.282177m
265028n 0.0101992m
265085n 0m
265502n 0.15975m
265508n 2.31468m
265512n 9.55781m
265518n 9.24511m
265522n 2.36566m
265528n 0.142755m
265532n 0.00339894m
265585n 0m
266002n 0.176698m
266008n 2.66066m
266012n 10.6936m
266018n 10.8805m
266022n 2.5961m
266028n 0.169902m
266032n 0.00679607m
266085n 0m
266502n 0.0543649m
266508n 0.669368m
266512n 2.69786m
266518n 2.64689m
266522n 0.662573m
266528n 0.0611606m
266585n 0m
267002n 0.220784m
267008n 3.42725m
267012n 13.2335m
267018n 13.4407m
267022n 3.42046m
267028n 0.217388m
267032n 0.00679336m
267085n 0m
267502n 0.376819m
267508n 5.84579m
267512n 22.2425m
267518n 22.9249m
267522n 5.92726m
267528n 0.366635m
267532n 0.0135791m
267585n 0m
268002n 0.125586m
268008n 1.60546m
268012n 6.66961m
268018n 6.82235m
268022n 1.64619m
268028n 0.101826m
268085n 0m
268502n 0.0780512m
268508n 1.96146m
268512n 8.09357m
268518n 7.95783m
268522n 2.14471m
268528n 0.118774m
268585n 0m
269085n 0m
269502n 0.200159m
269508n 3.16861m
269512n 11.711m
269518n 12.0706m
269522n 3.22289m
269528n 0.156056m
269585n 0m
270002n 0.23739m
270008n 3.67615m
270012n 14.4774m
270018n 14.9861m
270022n 3.68632m
270028n 0.23739m
270085n 0m
270502n 0.325401m
270508n 5.20303m
270512n 19.7546m
270518n 20.08m
270522n 5.2132m
270528n 0.25761m
270585n 0m
271002n 0.230409m
271008n 3.79497m
271012n 14.3497m
271018n 14.8885m
271022n 3.72381m
271028n 0.284623m
271085n 0m
271502n 0.406335m
271508n 6.74177m
271512n 26.8791m
271518n 26.7165m
271522n 6.6131m
271528n 0.348771m
271532n 0.0101584m
271585n 0m
272002n 0.186175m
272008n 3.21914m
272012n 13.2388m
272018n 13.5637m
272022n 3.45948m
272028n 0.172635m
272032n 0.00338501m
272085n 0m
272502n 0.257158m
272508n 4.02994m
272512n 16.3871m
272518n 15.6664m
272522n 4.02317m
272528n 0.233473m
272585n 0m
273002n 1.06051m
273008n 18.7784m
273012n 74.1781m
273018n 75.2589m
273022n 18.6568m
273028n 1.15508m
273032n 0.0236419m
273085n 0m
273502n 0.0979321m
273508n 1.35754m
273512n 5.31197m
273518n 5.30859m
273522n 1.34066m
273528n 0.0911781m
273585n 0m
274002n 0.0270149m
274008n 0.347816m
274012n 1.30347m
274018n 1.30684m
274022n 0.357947m
274028n 0.0337686m
274085n 0m
274502n 0.145162m
274508n 3.10241m
274512n 11.9505m
274518n 12.018m
274522n 2.94712m
274528n 0.216055m
274585n 0m
275002n 0.266578m
275008n 4.60607m
275012n 16.9834m
275018n 17.2061m
275022n 4.53521m
275028n 0.263204m
275032n 0.00337441m
275085n 0m
275502n 1.15169m
275508n 20.717m
275512n 83.343m
275518n 81.8613m
275522n 20.4106m
275528n 1.25946m
275532n 0.0269402m
275585n 0m
276002n 0.0370404m
276008n 0.720604m
276012n 2.76793m
276018n 2.56252m
276022n 0.616217m
276028n 0.0269385m
276032n 0.00336731m
276085n 0m
276502n 0.181775m
276508n 3.42679m
276512n 13.3638m
276518n 13.0878m
276522n 3.3864m
276528n 0.208704m
276532n 0.0033662m
276585n 0m
277002n 0.927699m
277008n 15.0549m
277012n 60.2332m
277018n 59.0131m
277022n 15.1692m
277028n 0.840307m
277032n 0.0100837m
277085n 0m
277502n 0.265415m
277508n 4.69348m
277512n 18.3708m
277518n 18.7538m
277522n 4.63301m
277528n 0.305731m
277532n 0.0100791m
277585n 0m
278002n 0.167935m
278008n 2.97244m
278012n 11.7151m
278018n 12.2156m
278022n 2.94893m
278028n 0.198163m
278032n 0.00671739m
278085n 0m
278502n 0.459839m
278508n 6.74319m
278512n 26.5666m
278518n 26.3887m
278522n 6.53509m
278528n 0.429631m
278532n 0.00335649m
278585n 0m
279002n 0.399148m
279008n 6.99347m
279012n 27.9538m
