% Model,One_8LayerNanosphere_CUBE_PML.mph
% Version,COMSOL 5.5.0.352
% Date,"Jun 22 2020, 19:25"
% Dimension,3
% Nodes,4365
% Expressions,4
% Description,"Electric field, x component, Electric field, y component, Electric field, z component, Electric field norm"
% Length unit,m
% X,Y,Z,ewfd.Ex (V/m) @ lambda0=400,ewfd.Ey (V/m) @ lambda0=400,ewfd.Ez (V/m) @ lambda0=400,ewfd.normE (V/m) @ lambda0=400
2.4012E-7,-2.4012E-7,1.4407200000000005E-7,-0.18608806413215598+0.33800892172172725i,1.735009555948669E-16-5.023484957083671E-17i,-3.7281737517056796E-4+1.8213564921166345E-4i,0.38584895786563395
2.4012E-7,-2.4012E-7,2.4012E-7,0.031204632489972864+0.020677216502366452i,-6.894016184394554E-18-3.3975508049703807E-17i,0.03055564636248493+0.0202471769347025i,0.07408871723903282
2.1523554008199883E-9,-2.8305860883111135E-9,-2.4108048E-7,0.1828005720945573-0.1853593607695701i,-0.0029526867809403757-9.31002136014975E-4i,-0.008944136361291358-0.14338609941789368i,0.2985164709934694
-1.9377908119501834E-8,-1.3120951045139195E-8,-2.4108048000000003E-7,0.15615809840764827-0.17099797614055837i,-0.009773390763841048-0.00599500404855811i,-0.019119705864836023-0.054326401717060324i,0.24044912765742554
4.18182588559498E-9,-2.7205430462844447E-8,-2.4108048E-7,0.18461317421711718-0.185493100209985i,-0.028907004346688695-0.009996112796927139i,-0.00270052018901082-0.1451189140948657i,0.30180833039799637
2.1523554008199965E-9,-2.8305860883111135E-9,-2.4012E-7,0.9263969381729884-0.011039441620848679i,-0.008155724150793185+0.005405220495340141i,-0.30800493854380295+0.44374761322112155i,1.0724780870784685
-1.937790811950183E-8,-1.312095104513919E-8,-2.4012E-7,0.7406203751448174+0.058462599543390316i,-0.03350593042226343+0.02570702008095711i,-0.3639636857783662+0.5058846169218443i,0.97062607082742
4.181825885594987E-9,-2.7205430462844434E-8,-2.4012E-7,0.9237126379485011-0.027559764458720548i,-0.07994348054422967+0.04973100092323323i,-0.2771544809328976+0.41888644434165273i,1.0560081623399729
-1.0546239844261302E-8,1.2156191986716333E-8,-2.4108048000000003E-7,0.16952371223622986-0.1767852467334956i,0.011060001895598673+0.005639870529485164i,-0.016165384887992445-0.09236291591304933i,0.26398958769761804
-1.0546239844261284E-8,1.2156191986716354E-8,-2.4012000000000006E-7,0.8185700766853129+0.03322504380955435i,0.033763593433791025-0.024266257445178685i,-0.3491971362210561+0.4822269054805135i,1.013597428655308
1.755453079024739E-8,-7.261208477150308E-9,-2.4108047999999993E-7,0.19476084578199432-0.1959929281037174i,-0.0093299577425456-0.0020563066651205723i,0.007030824685881158-0.19410175167276253i,0.3386399725602784
2.124338445878857E-8,1.6269147920279028E-8,-2.4108048E-7,0.1969788053904412-0.19792436377488595i,0.021119689356796884+0.004712567358047796i,0.012966534382658268-0.20288916644047925i,0.3467545257230432
1.7554530790247398E-8,-7.261208477150297E-9,-2.4011999999999996E-7,1.042763144013676-0.07239209809672892i,-0.023298177797320584+0.012810060125744902i,-0.21805450320001363+0.3812004649701821i,1.1340921696214354
2.124338445878859E-8,1.6269147920279038E-8,-2.4012E-7,1.0638900809740428-0.08817921341153147i,0.0512155697624001-0.02967110756853687i,-0.18690557692716755+0.36044329774635436i,1.1436824713739655
-1.7422232712345405E-7,-1.7659261992477463E-7,-2.449223999999999E-7,5.1278862981861965E-17-5.1395305725126764E-17i,5.0463642642246266E-17-5.057823420381204E-17i,0.03043098713941821-3.451177318885022E-5i,0.030431006709307616
-2.4011999999999996E-7,-1.440720000000001E-7,-2.4492239999999997E-7,0,0,0,0
-2.4012E-7,-2.4012E-7,-2.4492239999999997E-7,0,0,0,0
-1.7422232712345405E-7,-1.7659261992477463E-7,-2.439619199999999E-7,-0.00540709999746413+0.007988146227820524i,0.004964322831823006-0.020050019304859553i,0.027317063561913192+0.005370822857940891i,0.03598639103620906
-2.4012E-7,-1.440720000000001E-7,-2.4396191999999995E-7,-0.015153396214400622+0.016189478096703763i,-4.208816754819183E-4+5.195114118269284E-5i,-5.263467222150965E-18+1.103709321414849E-19i,0.022189404728348752
-2.4012000000000006E-7,-2.4012000000000006E-7,-2.4396191999999995E-7,-3.6085335252978033E-4-8.970725848765577E-5i,-3.7431728104093427E-4-9.30543580967965E-5i,4.983343731101973E-33+8.389832320236896E-33i,7.575471397618295E-4
-1.4407199999999997E-7,-2.4012000000000006E-7,-2.4492239999999997E-7,0,0,0,0
-1.4407199999999994E-7,-2.4012E-7,-2.4396191999999995E-7,-1.0416658004635801E-4-7.6463717851624E-5i,0.006244623117596822-0.027296296574324284i,-5.55117122632283E-18+3.4677658409942186E-18i,0.028002821969567066
-4.3246626822860285E-8,-2.3039283177718887E-8,-2.4492239999999997E-7,3.4166844124856255E-15-2.4093469961255445E-15i,1.9654308892339588E-15-1.3859649992148986E-15i,0.04884428064389858+0.008445315175449872i,0.04956901350675248
-5.3095141167823804E-8,-4.6161013459445526E-8,-2.4492239999999997E-7,2.190964773561413E-15-1.6743919291435493E-15i,1.006336104843031E-15-7.690680709649013E-16i,0.05718464415059525+0.007642253110877023i,0.057693046021517334
-9.962068084261337E-9,-4.9041946617172147E-8,-2.4492239999999997E-7,-7.861255950094576E-16+3.822339738053469E-17i,9.287696757714146E-16-4.5159110220262E-17i,0.008328753968336515+0.007556378977755289i,0.011245755017807531
-4.3246626822860265E-8,-2.303928317771887E-8,-2.4396191999999995E-7,0.026288804925059327-0.02023305983238033i,0.0015087402518227486-0.0017944887792282747i,0.048982764986048796+0.016992506066408914i,0.06160068542659027
-5.30951411678238E-8,-4.616101345944551E-8,-2.4396191999999995E-7,0.0239800696990421-0.01774124079881715i,0.003176155458579356-0.00454166326988731i,0.056260488907812635+0.017828368370702057i,0.06636337810547031
-9.962068084261321E-9,-4.904194661717213E-8,-2.4396191999999995E-7,0.027304393054705244-0.022249452190508275i,0.0022978507930450447-2.536501142396807E-4i,0.009894422550344173+0.008231865278701794i,0.03758639432534537
-1.9377908119501844E-8,-1.3120951045139216E-8,-2.449224E-7,-8.364682334287707E-16+3.455527565749277E-16i,-2.855139372671606E-16+1.1794844576321813E-16i,0.020733981634572227+0.0086112112790679i,0.022451079130311857
-1.937790811950184E-8,-1.312095104513921E-8,-2.4396192E-7,0.028454768215825585-0.023053404850844575i,7.525786038780641E-4-3.7749611449284436E-4i,0.022477998876126924+0.011673159703236671i,0.04454556097093835
4.181825885594954E-9,-2.7205430462844514E-8,-2.4492239999999997E-7,1.4308709520963858E-16-1.434971003731186E-15i,-9.740964925055203E-17+9.76887691747282E-16i,-0.00924883343513571+0.007571596442150982i,0.011952823624302236
4.1818258855949596E-9,-2.7205430462844497E-8,-2.4396191999999995E-7,0.02741105817785189-0.022705225250097185i,0.001045549497343842+8.093327291703861E-4i,-0.006924678800383573+0.0045814586125343835i,0.03658683115210332
-1.5490615500631178E-7,-1.0285947429966712E-7,-2.4492239999999997E-7,8.645987453072941E-16-8.372453273514093E-16i,-5.713740172468563E-17+5.532973864539943E-17i,0.06959125170367464+0.0011185270287130192i,0.0696002400599176
-1.5490615500631175E-7,-1.0285947429966711E-7,-2.4396191999999995E-7,-0.006509902390399153+0.009961334263866459i,0.004990868951035696-0.01584223490255894i,0.06358762067468873+0.013374253258213387i,0.06813106332374906
-2.4011999999999996E-7,-4.802400000000009E-8,-2.4492239999999997E-7,0,0,0,0
-2.4012E-7,-4.802400000000007E-8,-2.4396191999999995E-7,-0.02682707671461759+0.02360424015266208i,-2.4033611082301698E-4+1.1728423100232134E-4i,-8.335766100290857E-18-5.306289310621659E-19i,0.035736198957957654
-9.671475488320209E-8,-1.0122000817703022E-7,-2.449224E-7,-1.847432672824248E-16+1.6671368660173831E-16i,-5.0570856804615975E-15+4.563551406513528E-15i,0.07286956034441607+0.003738175053519665i,0.07296538067823158
-9.937403799301918E-8,-5.9023822960297984E-8,-2.449223999999999E-7,1.6584447322490031E-15-1.4769930416712097E-15i,-3.684612510267932E-15+3.28147627297798E-15i,0.08666357177982785+0.005015328877440464i,0.08680857214230782
-9.671475488320207E-8,-1.0122000817703021E-7,-2.4396192E-7,0.010821621597251018-0.004720630470067549i,0.006431763106072426-0.015550833584348316i,0.06829115611586865+0.016921061952150897i,0.07329819956069447
-9.937403799301918E-8,-5.9023822960297984E-8,-2.4396191999999995E-7,0.011735547684717783-0.0056745450766069435i,0.004136066687380537-0.009539913860768036i,0.08194212978479197+0.020502438350232896i,0.08610004590432523
-9.446341725009845E-8,-1.5843430897930152E-7,-2.4492239999999997E-7,9.451878262672239E-16-8.749071007828066E-16i,5.579235158158315E-16-5.164383544895284E-16i,0.04673279535001174+0.001804529374979881i,0.046767622213356584
-9.446341725009844E-8,-1.5843430897930152E-7,-2.4396191999999995E-7,0.008120935047190983-0.002817973318172604i,0.007026699477816167-0.022411190086483474i,0.043111731058596024+0.010417839473860945i,0.0509390651840281
-1.7422232712345405E-7,-1.7659261992477463E-7,-2.4300144E-7,-0.012434323837298072+0.014308572423918869i,0.015593716214631362-0.03312777745277802i,0.01696076494336188+0.025415582595800696i,0.05133129677681737
-2.4012E-7,-1.4407200000000015E-7,-2.4300144E-7,-0.03655081537125824+0.03238510692291128i,-9.687644449700647E-4+3.07205586917058E-4i,1.172112898781146E-17+8.533272516373568E-19i,0.048868163934095245
-2.4012E-7,-2.4012E-7,-2.4300144E-7,-7.576237897549873E-4+4.881572267290569E-5i,-7.858917619716756E-4+5.0637103562622965E-5i,5.436126357152047E-19+4.778002759346978E-19i,0.0015467162387032402
-4.5765275291975114E-8,-9.816485229399858E-8,-2.4492239999999997E-7,-1.4149450379710513E-15+1.0806463184864055E-15i,-7.906248187658118E-16+6.03829673079313E-16i,0.04174685081583951+0.005592229166101299i,0.04211974097838394
-4.57652752919751E-8,-9.816485229399857E-8,-2.4396191999999995E-7,0.021502512659844687-0.015437012844188303i,0.005147617857288786-0.008126588087420976i,0.04037404587489522+0.01311181959118847i,0.050958422600882236
-1.44072E-7,-2.4012E-7,-2.430014400000001E-7,-9.35918617932981E-5-8.328201427807459E-5i,0.020758577439490635-0.044213788296643734i,1.7056211965929083E-21+2.9261328230661653E-20i,0.048845165144245195
-4.802399999999996E-8,-2.4012000000000006E-7,-2.449224E-7,0,0,0,0
-4.8023999999999954E-8,-2.4012E-7,-2.4396191999999995E-7,7.212689608045426E-5+1.7447338519065156E-4i,0.0048788667508702895-0.015857365549273257i,-3.453803100892198E-18+1.872335589417308E-18i,0.01659527978334322
2.0275987839815494E-8,-8.093202300823256E-8,-2.449223999999999E-7,-2.0456813716821825E-16+2.992051309108469E-16i,2.7258919910176062E-17-3.9869399081958424E-17i,-0.025584131905778632+0.00480614094572752i,0.026031649893206523
2.0275987839815503E-8,-8.093202300823256E-8,-2.439619199999999E-7,0.022510357472458945-0.01872659750131151i,0.0014985989512804351+0.004794431870008054i,-0.024638380005718413-0.0014242125095860186i,0.03863541646056826
-7.802532568958392E-8,-1.6373678643956753E-8,-2.4492239999999997E-7,6.349192664717792E-16-5.317875222511526E-16i,4.540530374587382E-15-3.802999097862854E-15i,0.08129798524775744+0.007186384018045801i,0.0816149895582877
-7.802532568958391E-8,-1.6373678643956737E-8,-2.4396191999999995E-7,0.019109827914999808-0.012722999182717522i,0.0012456979359164223-0.0023140131687607508i,0.07851343975215737+0.021708436921495797i,0.08467496425140462
-1.530377245391883E-7,-6.794086920779416E-9,-2.4492239999999997E-7,-5.335262357551257E-16+5.055014571935282E-16i,1.7273075614598799E-15-1.6365764808239446E-15i,0.08994288021456984+0.0024259500668863637i,0.08997559077338411
-1.530377245391883E-7,-6.794086920779411E-9,-2.4396191999999995E-7,-0.00864764374026604+0.010134841027327824i,4.693177768972392E-4-0.0011455419533581892i,0.08316720377887053+0.018045629176883893i,0.08616068883391852
-2.4012000000000006E-7,4.802399999999996E-8,-2.449224E-7,0,0,0,0
-2.4012E-7,4.802399999999989E-8,-2.4396192E-7,-0.027297106852735648+0.023921406243134352i,7.102549865397462E-5+2.286976304832697E-4i,8.395138208985664E-18+7.072179165427359E-19i,0.0362990754985974
2.76284097416267E-8,-4.3779018971791315E-8,-2.449223999999999E-7,6.680397411477411E-17-9.066082128720383E-17i,-2.5111101878078686E-15+3.407870788917331E-15i,-0.03698848212301859+0.0056039736558026005i,0.037410591154107616
2.7628409741626704E-8,-4.377901897179131E-8,-2.439619199999999E-7,0.02384428591752372-0.019573265571333945i,8.889275078671231E-4+0.00342803960339654i,-0.03510927186672711-0.0032012547533646894i,0.04698964876572819
2.1989908584806824E-8,-2.2523202233671602E-8,-2.4492239999999997E-7,7.391791788637086E-16-1.1255322081547025E-15i,-2.388349022714858E-15+3.6366875938155024E-15i,-0.0314284162965489+0.006511712175150789i,0.03209591479240291
2.1989908584806844E-8,-2.2523202233671592E-8,-2.4396191999999995E-7,0.025493234826689016-0.021077209534833337i,6.433995231322181E-4+0.0014420285654498555i,-0.029052361887946562-0.0011459753568111616i,0.04407903423253787
2.152355400819957E-9,-2.8305860883111135E-9,-2.4492239999999997E-7,-8.180934725985591E-17-1.0091999260900726E-15i,-3.339667922242497E-17-4.1198136071015644E-16i,-0.006764696330026748+0.007958185683495688i,0.010444799462434552
2.1523554008199647E-9,-2.8305860883111135E-9,-2.4396191999999995E-7,0.02802749461126941-0.02322839319288733i,1.3321650187608157E-4+7.028481596619875E-5i,-0.004261015345170429+0.005448845635046603i,0.03706796662671892
1.755453079024734E-8,-7.26120847715035E-9,-2.4492239999999997E-7,0,0,-0.026274457816815245+0.0070044177558108i,0.027192076082298705
1.7554530790247352E-8,-7.261208477150339E-9,-2.4396191999999995E-7,0.026473126291649402-0.021976771245873144i,2.253042829630396E-4+4.5789118146032386E-4i,-0.02371518318008161+4.2408194089959167E-4i,0.04180547834174503
-4.324662682286025E-8,-2.3039283177718854E-8,-2.4300144E-7,0.05049043456209812-0.03428760288548513i,0.004301559745199681-0.004854474000400233i,0.05113829143983543+0.02747651708107502i,0.08448565243111272
-5.30951411678238E-8,-4.6161013459445507E-8,-2.4300144E-7,0.04721510553130798-0.030508017129640064i,0.009107641322537708-0.011085120945745142i,0.054337204883028456+0.03600454534752728i,0.08726733164298037
-9.962068084261303E-9,-4.904194661717212E-8,-2.4300144E-7,0.048806899561706106-0.03533066389819283i,0.006308147949669629-0.003985077194932888i,0.020456221246688663-0.00662985028097631i,0.06442443441658968
-1.9377908119501837E-8,-1.3120951045139204E-8,-2.4300144000000003E-7,0.05170248908699318-0.037570488339310947i,0.002092841882642528-0.001709494571143292i,0.032359994097167256+0.002603790360454126i,0.07174376651194668
4.181825885594967E-9,-2.720543046284448E-8,-2.4300144E-7,0.04550630501126863-0.03522089514613919i,0.0026991525862786136-6.18070195467111E-4i,0.007531576320976101-0.022681534304053386i,0.06237928272106852
-4.6484295094239396E-8,1.0448707604832756E-8,-2.4492239999999997E-7,1.0861012803568336E-16-7.838853856103792E-17i,-9.721190852281004E-16+7.0161959825043E-16i,0.052910308994297814+0.008551042991396066i,0.053596838844401765
-4.64842950942394E-8,1.044870760483276E-8,-2.4396191999999995E-7,0.026236540530000237-0.019991859217058445i,-7.283422689683833E-4+8.906558353692527E-4i,0.05288021020949228+0.017853634842701433i,0.06484666231232276
-1.0546239844261377E-8,1.2156191986716248E-8,-2.4492239999999997E-7,-4.94532438555601E-16+3.1734603985578577E-17i,-1.0834751381724951E-15+6.952760174549879E-17i,0.009579602052202598+0.008424276512536877i,0.012756849542039945
-1.0546239844261359E-8,1.215619198671627E-8,-2.4396191999999995E-7,0.028640024823626063-0.0235471760381955i,-6.104373708358139E-4+3.439820993385199E-5i,0.01170142205798802+0.009252701870035535i,0.03998341448908431
-1.5490615500631175E-7,-1.0285947429966711E-7,-2.4300144E-7,-0.017145676009449728+0.019699953876696256i,0.014712277887624891-0.028448958632442043i,0.04255976660681394+0.05620883590451686i,0.08179506561089486
-2.4012E-7,-4.8024000000000086E-8,-2.4300144E-7,-0.06850858398942468+0.053609063853790585i,-5.911804491542614E-4+3.409732743748159E-4i,-4.140749380432557E-33-1.3782436164521157E-33i,0.08699868074199894
-9.671475488320207E-8,-1.0122000817703021E-7,-2.4300144000000003E-7,0.022716739384429745-0.009098759776886959i,0.01896176314074317-0.02994199012737838i,0.05291766219385244+0.055569794801456636i,0.08799704721196343
-9.937403799301916E-8,-5.9023822960298E-8,-2.4300144E-7,0.022909850485806276-0.010057015037410329i,0.012033400930829594-0.01919662690228757i,0.06483449286780561+0.06485808804037389i,0.09772941579988863
1.1147182492789345E-8,-1.596617153240696E-7,-2.4492239999999997E-7,4.5312954608941984E-17-6.977113527194901E-17i,1.9267844446590497E-16-2.966788179856731E-16i,-0.009126202404115713+0.0019395409686781887i,0.009330026232013957
1.1147182492789347E-8,-1.5966171532406958E-7,-2.4396191999999995E-7,0.01394609665979328-0.011471687889587886i,7.997692979265619E-4+0.004431411582489165i,-0.009930517781627317-3.707473304632062E-4i,0.021143779134558876
-9.446341725009844E-8,-1.584343089793015E-7,-2.4300144000000003E-7,0.018877957002966458-0.006438710988167483i,0.022619682243663047-0.03947462286487812i,0.03197628207519534+0.036794178049254535i,0.06966368518716616
-1.7422232712345405E-7,-1.7659261992477463E-7,-2.4204095999999995E-7,-0.03036684456967929+0.009495392497705635i,0.04351380979151219-0.02570900545871746i,0.00967380622266663+0.06994508789950662i,0.09250610849016792
-2.4011999999999996E-7,-1.4407200000000002E-7,-2.420409599999999E-7,-0.0708378111576977+0.04066414861871299i,-0.0010019516792660027+0.0012468474191289004i,-5.338164224522914E-30-1.3509756583228331E-30i,0.08172958497054195
-2.4011999999999996E-7,-2.4011999999999996E-7,-2.4204095999999995E-7,-3.996422719979348E-4+8.943404518230004E-4i,-4.1455346775791076E-4+9.277095083207749E-4i,4.361302665766362E-19-1.6673549427692304E-19i,0.0019956905471281115
-4.576527529197509E-8,-9.816485229399854E-8,-2.4300144E-7,0.043627666391151794-0.026155810902246134i,0.015455302315215812-0.018645868861157454i,0.03857600689376587+0.026431697112699142i,0.07325497336914813
-1.440719999999999E-7,-2.4012E-7,-2.4204096E-7,1.6855751483217004E-4+1.8014152061738816E-4i,0.06122271718468498-0.0337272694184999i,1.9164130002468196E-21-5.768741634794991E-20i,0.06990016656531384
-4.8024000000000034E-8,-2.4012E-7,-2.4300144000000003E-7,2.694006979588667E-4+2.485928676197735E-4i,0.017712876199175377-0.025847696220440888i,1.0853417707432236E-33+1.4508672247717176E-32i,0.03134629085332045
4.802400000000009E-8,-2.4011999999999996E-7,-2.4492239999999997E-7,0,0,0,0
4.802400000000014E-8,-2.4011999999999996E-7,-2.4396191999999995E-7,1.1941379004503287E-4+3.37168691981908E-5i,-0.004872589626091305+0.01565863399194849i,-3.3735678055357433E-18+1.8255680386816916E-18i,0.01640173895730466
5.2117969830910685E-8,-5.4162761893454336E-8,-2.4492239999999997E-7,-5.202171407676252E-15+5.767863705742337E-15i,-4.927946631598103E-16+5.463819296359257E-16i,-0.061055446025917615+0.0031484489534225222i,0.06113657023612009
5.211796983091068E-8,-5.4162761893454336E-8,-2.4396191999999995E-7,0.018140073800179707-0.013598039172566245i,8.905237315478978E-5+0.0064288869407811795i,-0.060313450273011104-0.010947932700113867i,0.06567689085051125
2.0275987839815517E-8,-8.093202300823254E-8,-2.4300144E-7,0.03496938849251289-0.026660535806202396i,0.0034220607068511546+0.00423593492492425i,-0.013101184030287311-0.032912249739308966i,0.056744676475882445
7.798949934232059E-8,-9.959466686709E-8,-2.4492239999999997E-7,-1.7153711861466252E-15+1.6983142688748925E-15i,1.0526197940720637E-16-1.0421529931306282E-16i,-0.06835080465808586-3.415235632780315E-4i,0.06835165788590712
7.79894993423206E-8,-9.959466686708999E-8,-2.4396191999999995E-7,0.008932428723650701-0.004369673637647119i,-0.002352504198248308+0.014351655724250218i,-0.07000447024446006-0.01617220220697088i,0.07398103931817634
1.0592343892565273E-7,-1.6545462910977205E-7,-2.4492239999999997E-7,0,0,-0.04568305250834385-0.0021481477878536937i,0.045733530646546
1.440720000000001E-7,-2.4011999999999996E-7,-2.4492239999999997E-7,0,0,0,0
1.0592343892565273E-7,-1.6545462910977205E-7,-2.4396191999999995E-7,7.642717365235208E-6+0.0033046666045390984i,-0.007312944452488204+0.022638340992782113i,-0.048414284451327866-0.012922792917166618i,0.055575709001603656
1.4407200000000005E-7,-2.4012E-7,-2.4396191999999995E-7,-5.514276781462109E-5+2.9388810771796394E-6i,-0.009648105609633861+0.023680667488137283i,-5.5330005948942194E-18+2.3042198088660164E-18i,0.025570933715237106
-7.80253256895839E-8,-1.637367864395672E-8,-2.4300144E-7,0.03755349736380594-0.02246821716022832i,0.0035619780600778922-0.005055545761301909i,0.06810432718155189+0.05701357805343104i,0.09921401996615536
-1.5303772453918827E-7,-6.7940869207794055E-9,-2.4300144E-7,-0.02553554347837458+0.02340272109038326i,0.0013293428424616509-0.00221729328548595i,0.057913809990502066+0.07065818909744132i,0.09780701417096582
-2.4012E-7,4.80239999999998E-8,-2.4300144E-7,-0.06960251969039778+0.0542164723822996i,1.8595339042826406E-4+2.51717403463451E-4i,-2.0481414005849587E-17-2.5635096471859595E-18i,0.08822927240845342
-8.866619432752892E-8,4.062170675496986E-8,-2.449224E-7,-1.947878084221023E-15+1.6858378095967274E-15i,-1.0815818977285766E-15+9.360809961037174E-16i,0.08545129037387279+0.006162198765915171i,0.08567319137390979
-8.86661943275289E-8,4.062170675496988E-8,-2.4396192E-7,0.015414386548144109-0.009212909277549093i,-0.00307253333607364+0.006254132603508042i,0.0816097354341667+0.021440216935318265i,0.08655085553706997
-5.1736217706334065E-8,4.6004406121639314E-8,-2.4492239999999997E-7,-3.731787562562865E-15+2.828427960133467E-15i,-5.091562955559632E-16+3.8590404150429324E-16i,0.05603597616658209+0.007716307029312524i,0.05656475951608363
-5.173621770633406E-8,4.600440612163933E-8,-2.4396191999999995E-7,0.02414430066285582-0.018002755013726925i,-0.0030877216741845253+0.004245453238331443i,0.05519044851181445+0.017687187040159216i,0.06552730188057498
-1.3979428891469897E-7,9.363992008860307E-8,-2.449223999999999E-7,5.827525360233273E-16-5.551221218791325E-16i,-1.7288123186504664E-15+1.6468430480096832E-15i,0.07858221496500195+0.0019081707539331618i,0.07860537910621603
-2.4012000000000006E-7,1.4407199999999997E-7,-2.4492239999999997E-7,0,0,0,0
-1.39794288914699E-7,9.363992008860307E-8,-2.439619199999999E-7,-0.002669715525622128+0.006760274516628849i,-0.00524560152122802+0.01566266632803037i,0.07230118761563831+0.01581918407454044i,0.07620950820354969
-2.4012E-7,1.4407199999999997E-7,-2.4396192E-7,-0.015804767304284817+0.01649316191018472i,5.961642163280833E-4-1.0216480010672678E-4i,5.3432441743639646E-18-1.1388533435729887E-19i,0.02287194160864314
-1.6978846232259336E-7,1.8263122012719067E-7,-2.4492239999999997E-7,-1.0647295145760001E-16+1.0653262636600111E-16i,5.391825670581199E-16-5.394847627788188E-16i,0.029023321946165238-8.131073825998494E-6i,0.029023323085152024
-1.6978846232259336E-7,1.8263122012719067E-7,-2.4396191999999995E-7,-0.004415918020542452+0.006888792937529758i,-0.005255457039004064+0.021382601666565117i,0.026050895697259+0.005165906819057492i,0.035460734148223594
-2.4012E-7,2.4012E-7,-2.4492239999999997E-7,0,0,0,0
-2.4012000000000006E-7,2.4012000000000006E-7,-2.4396191999999995E-7,-3.801741334084146E-4-5.091453651557285E-5i,4.6510347666007385E-4+6.228863529884017E-5i,6.740754805355325E-33+8.654647687590141E-33i,8.528242469535792E-4
2.7628409741626704E-8,-4.377901897179131E-8,-2.4300144E-7,0.03372328191909594-0.028309083773196932i,0.0017667043907927508+0.0032135409184242333i,-0.01967152955030384-0.04518732767315426i,0.06619272251529883
2.1989908584806857E-8,-2.2523202233671582E-8,-2.4300144E-7,0.03762528820417366-0.031387147093160164i,0.0014755058355435946+9.547028849207465E-4i,-0.012527299676024157-0.04149030825758814i,0.0654425753362158
4.7369804961592225E-8,-1.3458812043968734E-8,-2.4492239999999997E-7,-8.491370910021702E-16+9.822530393141182E-16i,-1.4757739932986751E-15+1.7071253930829079E-15i,-0.06017127300768265+0.0043735935533143165i,0.06033001256368732
4.7369804961592245E-8,-1.3458812043968724E-8,-2.4396191999999995E-7,0.020907422859897842-0.016120547141159625i,1.1686544730411817E-4+0.0016080529309058281i,-0.0584936154001479-0.00955909233265515i,0.06490971404833393
2.152355400819973E-9,-2.830586088311113E-9,-2.4300144E-7,0.0468274844290877-0.03634530889471148i,3.3740923192292373E-4-8.381075938156711E-5i,0.010514801068761952-0.021063746671859947i,0.0637919080078676
1.7554530790247362E-8,-7.261208477150329E-9,-2.4300144E-7,0.04039017354401783-0.03321487504392741i,5.042718441986495E-4+2.8153468332025634E-4i,-0.0070584701299680865-0.03748611966833931i,0.0647358953143794
2.1243384458788504E-8,1.6269147920278985E-8,-2.4492239999999997E-7,0,0,-0.03066422054182217+0.006675997471119556i,0.03138253277974714
2.124338445878852E-8,1.6269147920278995E-8,-2.4396191999999995E-7,0.025998683746669107-0.021491725054568787i,-4.869766228360259E-4-0.0010924029760979918i,-0.02820806931599442-8.302940817633975E-4i,0.04400791821220179
4.785742717920359E-8,2.6827182936700706E-8,-2.4492239999999997E-7,0,0,-0.05991771797499383+0.004188498177684042i,0.060063936303870066
4.78574271792036E-8,2.6827182936700723E-8,-2.4396191999999995E-7,0.020404856712345473-0.0156259625476954i,-1.7529526915731108E-4-0.0031228830572887023i,-0.05842533103387341-0.009687455621656434i,0.06464037965884081
-4.324662682286023E-8,-2.3039283177718838E-8,-2.4204096E-7,0.058628691696585966-0.07175267745245131i,0.0048509181086896-0.010408113833250517i,0.04811744486208403+0.015719095032639914i,0.10647021268376186
-5.30951411678238E-8,-4.6161013459445493E-8,-2.4204096E-7,0.054067382677535455-0.06681537779733718i,0.011934683362275617-0.02102682075593799i,0.047142721204209974+0.04432954499417566i,0.11043387247994485
-9.962068084261286E-9,-4.90419466171721E-8,-2.4204096E-7,0.06064141060103615-0.07084833231744263i,0.0022770277843334164-0.016246406406015053i,0.038399338823513644-0.06737247867081723i,0.12261871876369167
-1.9377908119501834E-8,-1.31209510451392E-8,-2.4204096E-7,0.06202338293298798-0.07514454357295082i,0.0013645511119897982-0.005304241771079815i,0.04339528846666566-0.05134206494052685i,0.11877458849628815
4.181825885594973E-9,-2.7205430462844464E-8,-2.4204096E-7,0.05364577513939225-0.070909625710792i,-0.0013677290082175027-0.007866462814354698i,0.03414783304780727-0.10797942764799674i,0.144353158559859
-4.64842950942394E-8,1.0448707604832766E-8,-2.4300144E-7,0.0505988463152211-0.03412782893406588i,-0.00206445824693136+0.002408728583729689i,0.05408130533270091+0.030822220781107572i,0.08724050148566065
-1.0546239844261339E-8,1.2156191986716291E-8,-2.4300144000000003E-7,0.05066708609009629-0.03778321088739357i,-0.0016411305072659623+0.0010781812436189936i,0.023810087895293913-0.007015187043547945i,0.06794207444140057
-1.3862055560435018E-8,5.1418518018900075E-8,-2.4492239999999997E-7,0,0,0.013171156145401057+0.007630077110652425i,0.015221610654626473
-1.3862055560435011E-8,5.141851801890009E-8,-2.4396191999999995E-7,0.02723080079577988-0.0220211456977506i,-0.0025368201631828127+7.799772001545476E-4i,0.014518050899404441+0.009288795339484174i,0.039135605290412157
-1.5490615500631175E-7,-1.0285947429966711E-7,-2.4204096E-7,-0.04592217968556694+0.01466558092803398i,0.03349220295914979-0.028453756904837545i,0.021621771370682167+0.14643213948361944i,0.16188023813445632
-2.4012E-7,-4.802400000000007E-8,-2.420409599999999E-7,-0.1229349128106186+0.0882906944079213i,-7.17177214882846E-4+9.62618680542549E-4i,-3.522224435273455E-17-5.690800275571184E-18i,0.15136976655126932
